0.000000, -0.981690, 71.823139
0.000000, -0.808934, 71.823139
0.000000, -0.600741, 71.823139
0.000000, -0.534844, 71.823139
0.000000, -0.521250, 71.823139
0.000000, -0.518441, 71.823139
0.000000, -0.503569, 71.823139
0.000000, -0.392575, 71.823139
0.000000, -0.318145, 71.823139
0.000000, -0.294765, 71.823139
0.000000, -0.085505, 71.823139
0.000000, 0.009890, 71.823139
0.000000, 0.050836, 71.823139
0.000000, 0.063398, 41.829845
0.000000, 0.094024, 71.823139
0.000000, 0.123840, 71.823139
0.000000, 0.158740, 71.823139
0.000000, 0.264364, 71.823139
0.000000, 0.325167, 71.823139
0.000000, 0.350746, 41.829845
0.000000, 0.392897, 41.829845
0.000000, 0.429966, 71.823139
0.000000, 0.459007, 41.829845
0.000000, 0.463323, 71.823139
0.000000, 0.480260, 41.829845
0.000000, 0.493143, 71.823139
0.000000, 0.532500, 71.823139
0.000000, 0.537920, 41.829845
0.000000, 0.540696, 41.829845
0.000000, 0.573646, 71.823139
0.000000, 0.639085, 71.823139
0.000000, 0.848982, 71.823139
0.000000, 0.873433, 71.823139
0.000000, 0.920642, 71.823139
0.000000, 0.985310, 71.823139
1.000000, -0.891267, 71.823139
1.000000, -0.773795, 71.823139
1.000000, -0.735440, 71.823139
1.000000, -0.599011, 71.823139
1.000000, -0.350796, 71.823139
1.000000, -0.270919, 71.823139
1.000000, -0.237501, 71.823139
1.000000, -0.188677, 71.823139
1.000000, -0.187586, 71.823139
1.000000, -0.006183, 71.823139
1.000000, 0.078415, 71.823139
1.000000, 0.109889, 71.823139
1.000000, 0.175415, 71.823139
1.000000, 0.412960, 71.823139
1.000000, 0.507760, 71.823139
1.000000, 0.617473, 71.823139
1.000000, 0.772582, 71.823139
1.000000, 0.851561, 71.823139
1.000000, 0.997678, 71.823139
2.000000, -0.941272, 71.823139
2.000000, -0.909821, 71.823139
2.000000, -0.835448, 71.823139
2.000000, -0.693893, 71.823139
2.000000, -0.682272, 71.823139
2.000000, -0.546357, 71.823139
2.000000, -0.501015, 71.823139
2.000000, -0.480495, 71.823139
2.000000, -0.457364, 71.823139
2.000000, -0.387816, 71.823139
2.000000, -0.255952, 71.823139
2.000000, -0.254814, 71.823139
2.000000, -0.242873, 71.823139
2.000000, -0.185698, 71.823139
2.000000, -0.016779, 71.823139
2.000000, 0.038848, 71.823139
2.000000, 0.118403, 71.823139
2.000000, 0.118928, 71.823139
2.000000, 0.130191, 71.823139
2.000000, 0.189318, 71.823139
2.000000, 0.355479, 71.823139
2.000000, 0.357068, 71.823139
